event_id,dataset_type,is_demo,latitude,longitude,acquisition_datetime,satellite,instrument,frp,brightness_temperature_k,firms_confidence,scan_km,track_km,day_night,nearest_facility_type,nearest_facility_distance_m,industrial_context_score,nearest_water_distance_m,dw_water,dw_trees,dw_grass,dw_flooded_vegetation,dw_crops,dw_shrub_scrub,dw_built,dw_bare,dw_snow_ice,dw_dominant_class,dw_confidence,detections_24h,detections_3d,detections_7d,active_days,persistence_duration_days,mean_frp,max_frp,target_class
demo_000499,synthetic_demo,True,31.495281,76.181107,2026-06-05T09:30:00,MODIS,VIIRS,39.842,325.194,72.65,0.967,1.909,D,industrial,340.13,0.25,351.53,0.011642,0.0798,0.116623,0.000157,0.530141,0.13008,0.006347,0.124854,0.000356,crops,0.530141,1,1,1,1,1,30.74,49.219,Agricultural Fire
demo_000169,synthetic_demo,True,17.044029,71.015392,2026-05-17T05:32:00,MODIS,MODIS,83.4,335.955,77.95,1.036,0.352,N,farm,132.22,0.5651,846.14,0.125434,0.147289,0.00978,0.008505,0.108825,0.035524,0.396868,0.167776,0.0,built,0.396868,2,4,8,11,11,80.538,84.894,Industrial Fire
demo_000473,synthetic_demo,True,31.088652,76.745048,2026-07-19T18:44:00,VIIRS,MODIS,30.572,331.946,86.86,1.085,0.431,N,warehouse,988.4,0.2906,419.94,0.058986,0.068875,0.06007,0.00042,0.675569,0.006553,0.068475,0.061053,0.0,crops,0.675569,2,2,3,4,4,31.438,34.225,Agricultural Fire
demo_000993,synthetic_demo,True,25.281,71.028211,2026-08-14T05:04:00,MODIS,VIIRS,60.644,318.027,51.88,1.353,1.41,D,farm,6372.98,0.0048,104.12,0.079672,0.218689,0.05549,0.064418,0.019993,0.184206,0.135976,0.227763,0.013794,bare,0.227763,2,5,9,11,11,60.1,95.926,Unknown / Other
demo_000566,synthetic_demo,True,29.96476,73.827346,2026-06-29T04:35:00,VIIRS,MODIS,30.19,308.586,90.96,1.125,1.685,D,none,1595.78,0.2568,607.42,0.069918,0.012892,0.03949,0.019976,0.543953,0.111323,0.031722,0.170727,0.0,crops,0.543953,2,2,4,4,4,22.152,30.19,Agricultural Fire
demo_000071,synthetic_demo,True,19.38472,73.341092,2026-05-22T15:23:00,VIIRS,VIIRS,80.831,332.894,78.36,1.452,0.893,N,water,240.48,0.7087,648.24,0.067877,0.027043,0.073961,0.006067,0.000224,0.192238,0.581577,0.049211,0.001802,built,0.581577,2,5,11,13,13,71.623,88.953,Industrial Fire
demo_000125,synthetic_demo,True,19.295474,73.329216,2026-07-19T07:25:00,VIIRS,MODIS,64.116,354.484,77.64,1.692,2.082,N,none,372.79,0.9586,289.66,0.065619,0.024057,0.027426,0.002629,0.044938,0.002963,0.500718,0.331647,2e-06,built,0.500718,5,9,27,20,20,50.0,65.62,Industrial Fire
demo_000514,synthetic_demo,True,30.882803,77.002724,2026-04-02T04:39:00,VIIRS,VIIRS,73.007,326.034,67.43,1.159,2.186,D,water,684.33,0.1078,970.18,0.064499,0.001688,0.128056,0.021509,0.264948,0.050048,0.014902,0.453952,0.000396,bare,0.453952,1,1,1,1,1,63.772,73.007,Agricultural Fire
demo_000364,synthetic_demo,True,23.805939,79.057875,2026-03-17T12:20:00,VIIRS,VIIRS,52.28,346.877,91.95,1.739,0.47,D,water,1377.7,0.1373,1678.29,0.035355,0.478125,0.058436,0.085571,0.051881,0.150214,0.139238,0.00118,0.0,trees,0.478125,2,2,4,5,5,38.558,52.28,Wildfire / Natural Fire
demo_000165,synthetic_demo,True,19.028897,72.528341,2026-07-31T06:33:00,VIIRS,MODIS,61.555,338.026,87.69,1.653,1.299,N,industrial,192.04,0.7289,961.61,0.03591,0.077316,0.007021,0.12997,0.071292,0.000547,0.660863,0.017083,0.0,built,0.660863,4,10,18,18,18,51.173,85.04,Industrial Fire
demo_000960,synthetic_demo,True,26.568461,72.856038,2026-08-07T19:51:00,VIIRS,MODIS,12.616,333.239,43.17,0.589,2.14,N,none,3158.2,0.0326,692.2,0.002998,0.042222,0.178238,8.7e-05,0.158248,0.023754,0.021189,0.57318,8.4e-05,bare,0.57318,3,9,14,11,11,8.951,12.616,Unknown / Other
demo_000055,synthetic_demo,True,21.075786,73.024784,2026-04-18T20:20:00,MODIS,VIIRS,54.706,341.194,95.58,1.562,1.919,D,water,239.3,0.5879,3788.04,0.235629,0.020038,0.005111,0.017343,0.003519,0.0,0.438717,0.279644,0.0,built,0.438717,1,4,8,8,8,43.694,77.515,Industrial Fire
demo_000139,synthetic_demo,True,20.600038,72.47091,2026-06-13T02:52:00,MODIS,MODIS,46.482,335.254,90.54,1.2,1.827,N,industrial,413.34,0.9768,507.13,0.034688,0.029182,0.044826,0.0012,0.045985,0.004249,0.742878,0.096937,5.6e-05,built,0.742878,1,3,6,6,6,37.813,46.482,Industrial Fire
demo_000808,synthetic_demo,True,25.403778,73.382354,2026-03-11T12:19:00,VIIRS,VIIRS,43.559,309.228,81.19,0.549,2.115,N,,3823.25,0.1562,1483.8,0.020338,0.035232,0.127544,0.001989,0.158226,0.180269,0.029761,0.446538,0.000103,bare,0.446538,4,4,15,12,12,39.878,53.073,Unknown / Other
demo_000122,synthetic_demo,True,20.72994,72.453913,2026-04-22T11:39:00,MODIS,VIIRS,48.238,339.834,80.14,1.542,1.608,D,water,83.89,0.5544,825.28,0.130091,0.073602,0.284625,0.007919,0.026603,0.000168,0.364794,0.112199,0.0,built,0.364794,9,12,22,27,27,43.312,58.095,Industrial Fire
demo_000919,synthetic_demo,True,26.145552,71.499419,2026-03-09T07:12:00,VIIRS,VIIRS,18.249,334.17,51.63,1.532,0.365,N,none,4634.0,0.137,873.52,0.010037,0.134511,0.196808,0.063217,0.049693,0.212564,0.014321,0.318849,0.0,bare,0.318849,1,1,2,3,3,13.107,19.335,Unknown / Other
demo_000372,synthetic_demo,True,22.773393,78.045721,2026-06-28T14:45:00,MODIS,MODIS,113.98,339.095,83.85,0.575,0.917,N,forest,1418.22,0.0249,777.58,0.081817,0.444151,0.052946,0.004987,0.173944,0.220433,0.003496,0.018226,0.0,trees,0.444151,1,1,2,3,3,102.772,128.456,Wildfire / Natural Fire
demo_000515,synthetic_demo,True,32.792283,76.555334,2026-05-20T11:21:00,VIIRS,MODIS,33.271,320.095,67.21,1.532,1.583,N,farm,946.31,0.2117,884.44,0.090854,0.081153,0.05093,0.018866,0.634942,0.053941,0.046619,0.015616,0.007078,crops,0.634942,1,1,2,3,3,30.108,39.918,Agricultural Fire
demo_000358,synthetic_demo,True,24.080545,81.674917,2026-04-08T13:27:00,VIIRS,VIIRS,153.077,338.532,87.3,1.169,1.35,D,none,3367.63,0.0011,948.43,0.071549,0.562008,0.040067,0.000758,0.04773,0.195438,0.016323,0.066127,0.0,trees,0.562008,2,6,7,8,8,120.278,210.259,Wildfire / Natural Fire
demo_000491,synthetic_demo,True,31.045098,77.258904,2026-03-26T04:55:00,MODIS,VIIRS,10.954,315.264,91.89,1.415,0.734,D,forest,1165.68,0.0672,2557.19,0.039795,0.029655,0.189154,5.1e-05,0.558588,0.026666,0.017876,0.138216,0.0,crops,0.558588,1,2,3,4,4,10.801,12.646,Agricultural Fire
demo_000502,synthetic_demo,True,31.339841,74.497678,2026-05-24T02:00:00,VIIRS,MODIS,46.443,317.127,90.57,0.647,0.908,D,none,442.96,0.2811,3847.62,0.070424,0.079811,0.047811,0.016883,0.591234,0.021722,0.056078,0.116038,0.0,crops,0.591234,1,1,1,1,1,38.736,47.357,Agricultural Fire
demo_000447,synthetic_demo,True,29.49234,77.62715,2026-03-29T00:06:00,MODIS,VIIRS,83.851,323.333,89.94,1.477,0.759,N,none,329.13,0.2068,2245.45,1e-06,0.015757,0.099563,0.000307,0.695376,0.057511,0.056881,0.074605,0.0,crops,0.695376,1,2,3,4,4,60.985,104.005,Agricultural Fire
demo_000703,synthetic_demo,True,21.624224,83.534517,2026-01-28T11:42:00,MODIS,VIIRS,99.648,341.964,87.32,1.439,0.655,D,water,532.54,0.7297,806.47,0.058901,0.011224,0.003551,1e-05,0.000192,0.149934,0.679771,0.096416,0.0,built,0.679771,66,279,361,469,469,85.719,112.355,Persistent Thermal Source
demo_000188,synthetic_demo,True,17.977261,72.408537,2026-06-09T18:04:00,VIIRS,MODIS,74.762,329.645,88.32,0.35,1.35,D,farm,180.04,0.614,158.49,0.02006,0.002238,0.020903,0.018973,0.013441,5e-06,0.854059,0.068855,0.001467,built,0.854059,11,14,20,24,24,56.672,85.779,Industrial Fire
demo_000109,synthetic_demo,True,20.407274,74.368275,2026-03-31T15:35:00,VIIRS,VIIRS,56.1,323.095,98.84,1.597,1.134,D,farm,63.83,0.6912,992.21,0.117457,0.104284,0.016143,0.005817,0.095229,0.006139,0.56934,0.081557,0.004034,built,0.56934,1,2,7,7,7,50.982,56.304,Industrial Fire
demo_000652,synthetic_demo,True,23.863751,86.176187,2026-04-19T22:08:00,MODIS,VIIRS,93.506,348.602,95.89,0.65,0.606,D,farm,211.79,0.8607,1848.31,0.025068,0.184714,0.000117,1.2e-05,0.051993,0.133328,0.548717,0.056052,0.0,built,0.548717,30,76,265,223,223,81.19,145.659,Persistent Thermal Source
demo_000650,synthetic_demo,True,23.024523,85.439042,2026-01-21T06:55:00,MODIS,VIIRS,93.215,331.046,86.78,0.816,1.22,D,none,120.21,0.5775,911.36,0.022663,0.107315,0.032353,0.016421,0.000386,0.00332,0.701803,0.115738,1e-06,built,0.701803,132,287,479,654,654,70.589,107.247,Persistent Thermal Source
demo_000287,synthetic_demo,True,23.809757,77.149959,2026-08-12T05:42:00,MODIS,MODIS,179.86,349.555,84.32,0.491,0.974,D,farm,1253.1,0.0318,2172.84,0.025664,0.493641,0.286016,0.002017,0.021454,0.115205,0.036935,0.019069,0.0,trees,0.493641,1,2,4,4,4,128.515,179.86,Wildfire / Natural Fire
demo_000414,synthetic_demo,True,29.445646,77.161498,2026-01-23T06:06:00,VIIRS,VIIRS,33.94,311.863,61.18,0.74,1.795,N,water,359.95,0.2863,409.34,0.155834,0.05322,0.086724,4.8e-05,0.375707,0.125369,0.062466,0.140632,0.0,crops,0.375707,1,3,4,4,4,31.669,50.791,Agricultural Fire
demo_000563,synthetic_demo,True,32.79136,76.855993,2026-07-01T13:54:00,MODIS,VIIRS,35.644,318.453,74.0,1.112,1.032,D,industrial,1140.38,0.0625,1474.18,0.0603,0.022831,0.088127,0.008393,0.666698,0.050313,0.009284,0.094053,0.0,crops,0.666698,1,1,1,1,1,25.015,35.644,Agricultural Fire
demo_000544,synthetic_demo,True,34.468175,75.109685,2026-06-16T18:43:00,VIIRS,MODIS,36.223,314.747,85.63,0.787,0.895,N,industrial,774.57,0.245,913.43,0.005832,0.119228,0.129768,0.000216,0.592477,0.064306,0.010935,0.077237,0.0,crops,0.592477,1,1,1,2,2,33.571,37.865,Agricultural Fire
demo_000537,synthetic_demo,True,30.473501,73.883792,2026-01-05T20:51:00,MODIS,MODIS,33.739,334.312,95.66,1.752,1.348,D,water,671.14,0.2681,207.99,0.173982,0.117688,0.074019,0.014021,0.376877,0.007602,0.163785,0.072026,0.0,crops,0.376877,1,1,1,2,2,30.543,37.312,Agricultural Fire
demo_000601,synthetic_demo,True,22.909293,86.271388,2026-05-27T21:19:00,VIIRS,VIIRS,128.792,336.203,84.3,0.354,2.044,D,none,108.57,0.8125,152.03,0.008142,0.018768,0.152883,0.001536,0.093569,0.08935,0.561994,0.073758,0.0,built,0.561994,12,45,68,91,91,95.523,152.548,Persistent Thermal Source
demo_000175,synthetic_demo,True,19.194125,72.540992,2026-05-19T09:48:00,MODIS,VIIRS,70.41,327.017,82.76,1.246,1.64,N,farm,151.28,0.8251,895.59,0.016051,0.205607,7.5e-05,7.3e-05,9.7e-05,0.023307,0.700831,0.053943,1.7e-05,built,0.700831,1,7,10,9,9,52.68,87.747,Industrial Fire
demo_000946,synthetic_demo,True,25.676209,69.753227,2026-08-04T00:41:00,VIIRS,MODIS,13.869,317.012,50.88,0.732,1.262,N,industrial,1005.97,0.1481,835.15,0.012537,0.005065,0.164126,0.039572,0.011386,0.189291,0.020983,0.556569,0.00047,bare,0.556569,2,7,11,14,14,11.747,16.561,Unknown / Other
demo_000144,synthetic_demo,True,17.406848,74.57691,2026-04-22T06:07:00,VIIRS,MODIS,92.894,322.761,97.76,0.472,2.167,D,industrial,281.61,0.9544,2156.74,0.053884,0.002182,0.171694,0.000134,0.022466,0.010456,0.654693,0.080592,0.0039,built,0.654693,1,1,4,3,3,75.151,107.17,Industrial Fire
demo_000286,synthetic_demo,True,21.964256,81.784238,2026-03-21T10:50:00,VIIRS,MODIS,119.557,341.678,90.08,1.129,1.167,N,industrial,1220.15,0.0952,510.74,0.062263,0.139176,0.058274,0.004887,0.067361,0.609294,0.014054,0.044691,0.0,shrub_scrub,0.609294,1,2,4,6,6,91.554,155.298,Wildfire / Natural Fire
demo_000678,synthetic_demo,True,23.362914,90.123999,2026-03-15T12:21:00,VIIRS,VIIRS,89.111,343.232,90.18,1.261,2.031,N,forest,492.19,0.8734,376.88,0.014962,0.074122,0.024865,0.000717,0.004804,0.004883,0.781453,0.094195,0.0,built,0.781453,54,308,312,401,401,74.015,115.928,Persistent Thermal Source
demo_000119,synthetic_demo,True,18.674348,73.320193,2026-01-21T14:16:00,MODIS,VIIRS,90.198,328.919,99.71,0.507,1.368,N,none,284.58,0.926,588.7,0.000146,0.164986,0.001205,0.010602,1.7e-05,7e-05,0.540741,0.282233,0.0,built,0.540741,4,10,17,18,18,72.866,116.441,Industrial Fire
demo_000306,synthetic_demo,True,22.136171,79.776617,2026-02-13T01:19:00,VIIRS,MODIS,84.566,344.456,90.02,1.723,1.849,D,warehouse,3706.47,0.1476,257.91,0.07059,0.637427,0.111244,0.005053,0.021441,0.063993,0.047534,0.042717,0.0,trees,0.637427,2,6,6,7,7,81.321,127.227,Wildfire / Natural Fire
demo_000569,synthetic_demo,True,28.289342,76.998448,2026-06-13T06:29:00,MODIS,MODIS,34.158,335.486,79.75,1.066,1.662,D,industrial,758.62,0.1383,874.29,0.070223,0.052703,0.098486,0.010303,0.489467,0.075927,0.108034,0.093727,0.001131,crops,0.489467,1,3,3,4,4,26.852,34.158,Agricultural Fire
demo_000327,synthetic_demo,True,22.502962,76.105527,2026-04-21T17:20:00,VIIRS,MODIS,837.294,342.057,67.25,0.425,0.639,D,water,2602.79,0.1414,,0.062478,0.349974,0.136219,0.000595,0.03372,0.332773,0.005415,0.078825,0.0,trees,0.349974,2,4,7,6,6,694.081,1098.226,Wildfire / Natural Fire
demo_000837,synthetic_demo,True,25.024915,71.777,2026-03-20T08:40:00,VIIRS,VIIRS,22.585,309.662,54.0,0.68,0.472,D,industrial,8484.61,0.0595,636.98,0.027973,0.008966,0.003195,0.017612,0.0228,0.354477,0.062882,0.502095,0.0,bare,0.502095,6,8,15,13,13,18.377,26.322,Unknown / Other
demo_000097,synthetic_demo,True,20.031576,72.400382,2026-07-17T10:49:00,VIIRS,VIIRS,71.441,326.91,98.61,1.584,1.338,D,industrial,150.93,0.741,1670.15,0.137721,0.031308,0.031037,1e-05,0.012935,0.000413,0.46401,0.322567,0.0,built,0.46401,1,1,1,1,1,65.617,78.862,Industrial Fire
demo_000453,synthetic_demo,True,31.4756,72.512,2026-06-30T03:10:00,MODIS,VIIRS,64.923,318.898,83.62,0.979,0.847,D,none,425.96,0.1092,1750.43,0.01308,0.102324,0.107978,0.038594,0.498534,0.053548,0.043711,0.14223,0.0,crops,0.498534,1,1,4,3,3,66.342,72.532,Agricultural Fire
demo_000274,synthetic_demo,True,22.426646,78.739119,2026-06-10T04:16:00,MODIS,MODIS,169.792,349.275,84.25,0.588,2.157,D,forest,1531.27,0.0701,320.74,0.041274,0.495357,0.098404,0.008033,0.01829,0.196876,0.017263,0.124504,0.0,trees,0.495357,2,2,5,5,5,148.495,189.43,Wildfire / Natural Fire
demo_000296,synthetic_demo,True,22.916897,78.420617,2026-06-06T14:44:00,MODIS,MODIS,76.729,328.553,92.76,0.389,0.772,N,none,2237.31,0.1172,432.86,0.033529,0.279219,0.396143,0.000239,0.011381,0.101476,0.000134,0.160371,0.017507,grass,0.396143,1,1,1,1,1,76.228,90.918,Wildfire / Natural Fire
demo_000239,synthetic_demo,True,21.223554,78.107181,2026-02-03T00:33:00,VIIRS,MODIS,83.272,352.59,65.2,1.088,0.747,D,water,3113.95,0.0737,2022.26,0.259058,0.602838,0.061408,0.003748,0.001537,0.039365,0.00552,0.02632,0.000206,trees,0.602838,2,7,10,8,8,83.117,96.198,Wildfire / Natural Fire
demo_000687,synthetic_demo,True,20.63989,85.515806,2026-03-23T13:11:00,VIIRS,VIIRS,102.597,343.93,95.41,1.625,1.502,D,none,389.25,0.5551,689.16,0.058861,0.079679,0.002658,0.000243,0.032424,0.009489,0.736121,0.080526,0.0,built,0.736121,117,295,513,662,662,84.104,113.684,Persistent Thermal Source
demo_000135,synthetic_demo,True,20.502716,72.796083,2026-07-31T07:12:00,MODIS,VIIRS,68.896,347.142,95.78,0.739,1.227,D,forest,100.22,0.8091,485.6,0.003023,0.046358,0.232349,0.000513,0.001793,1.6e-05,0.53799,0.177958,0.0,built,0.53799,4,18,27,21,21,65.461,92.636,Industrial Fire
demo_000373,synthetic_demo,True,22.238329,76.493597,2026-06-15T16:47:00,MODIS,MODIS,53.228,352.776,92.22,0.534,0.774,N,forest,684.22,0.1404,197.82,0.153964,0.518122,0.146136,0.006379,0.002146,0.128721,0.017701,0.026832,0.0,trees,0.518122,1,1,2,2,2,43.784,67.809,Wildfire / Natural Fire
demo_000223,synthetic_demo,True,21.628899,77.092335,2026-07-18T08:31:00,VIIRS,MODIS,132.704,346.287,83.5,1.101,0.361,N,industrial,2093.25,0.0954,1051.33,0.095846,0.433785,0.103344,0.004603,3e-06,0.156121,0.016019,0.190279,0.0,trees,0.433785,2,3,8,7,7,112.554,171.839,Wildfire / Natural Fire
demo_000621,synthetic_demo,True,24.827579,87.489682,2026-04-13T03:05:00,MODIS,MODIS,70.255,340.193,91.3,0.759,2.045,D,none,333.76,0.6823,534.0,0.05394,0.007734,0.000372,0.005174,0.190988,0.016757,0.485047,0.239989,0.0,built,0.485047,97,97,270,286,286,53.902,70.255,Persistent Thermal Source
demo_000925,synthetic_demo,True,24.344702,68.543993,2026-06-15T00:55:00,VIIRS,VIIRS,16.945,305.017,41.12,0.702,1.117,D,water,2842.42,0.0717,854.68,0.05909,0.169981,0.039197,0.000712,0.140858,0.13334,0.00337,0.453453,0.0,bare,0.453453,2,5,9,13,13,14.643,24.891,Unknown / Other
demo_000591,synthetic_demo,True,31.52808,74.304218,2026-05-08T08:12:00,VIIRS,VIIRS,51.492,318.868,72.73,0.425,0.743,D,forest,941.7,0.2006,746.42,0.110386,0.067332,0.122428,0.000618,0.44984,0.004455,0.052344,0.188592,0.004006,crops,0.44984,1,3,3,4,4,48.536,65.465,Agricultural Fire
demo_000642,synthetic_demo,True,22.241537,84.078053,2026-05-26T09:09:00,MODIS,VIIRS,87.474,328.127,90.26,1.177,2.082,D,water,143.17,0.7329,2250.5,0.000159,0.060489,0.048133,0.000713,0.004462,0.005839,0.718818,0.152412,0.008975,built,0.718818,117,151,328,363,363,82.685,135.345,Persistent Thermal Source
demo_000977,synthetic_demo,True,25.115835,72.262743,2026-04-20T23:45:00,MODIS,MODIS,44.143,311.387,43.61,1.24,0.583,D,industrial,8177.44,0.2213,489.44,0.155575,0.151153,0.081364,0.084912,0.032441,0.074148,0.082927,0.337413,6.7e-05,bare,0.337413,3,4,10,8,8,36.984,44.143,Unknown / Other
demo_000970,synthetic_demo,True,25.0249,70.977872,2026-02-03T11:29:00,MODIS,VIIRS,25.648,308.859,41.46,0.382,1.78,D,forest,6021.23,0.0622,,0.027916,0.089687,0.040388,0.024064,0.068971,0.150862,0.097526,0.500587,0.0,bare,0.500587,4,4,7,9,9,23.067,26.802,Unknown / Other
demo_000126,synthetic_demo,True,18.176831,73.069004,2026-07-05T17:25:00,VIIRS,MODIS,128.485,331.29,88.08,1.346,1.658,D,forest,81.82,0.6562,752.8,0.006098,0.009452,0.009141,0.008884,0.004569,0.0,0.722672,0.239154,3e-05,built,0.722672,4,21,25,23,23,90.049,128.485,Industrial Fire
demo_000617,synthetic_demo,True,23.955274,89.23691,2026-04-10T03:46:00,VIIRS,MODIS,64.9,339.264,80.74,0.673,2.002,D,forest,75.06,0.5911,1013.87,0.002765,0.055751,6e-06,1.4e-05,0.213105,0.000468,0.606843,0.121049,0.0,built,0.606843,98,233,481,495,495,54.416,64.9,Persistent Thermal Source
demo_000962,synthetic_demo,True,25.466932,69.131526,2026-08-05T12:20:00,MODIS,VIIRS,61.114,300.79,58.33,1.447,0.655,D,warehouse,4921.79,0.063,276.8,0.144378,0.141614,0.151539,0.148645,0.011886,0.107903,0.034517,0.259519,0.0,bare,0.259519,2,6,13,14,14,59.842,98.528,Unknown / Other
demo_000677,synthetic_demo,True,24.000472,84.971179,2026-04-09T10:22:00,MODIS,MODIS,72.876,338.891,85.17,1.143,0.569,N,industrial,161.92,0.6611,1192.45,0.016327,0.003738,0.000951,0.001022,0.021801,0.124085,0.694708,0.13737,0.0,built,0.694708,61,128,142,200,200,74.697,119.472,Persistent Thermal Source
demo_000248,synthetic_demo,True,21.186377,79.130548,2026-06-12T08:30:00,MODIS,MODIS,67.196,335.229,78.91,0.749,1.315,N,forest,1084.5,0.1155,1415.62,0.000244,0.477005,0.183089,0.027538,0.003094,0.282724,0.002468,0.023837,0.0,trees,0.477005,1,2,5,6,6,54.749,67.196,Wildfire / Natural Fire
demo_000522,synthetic_demo,True,30.865921,76.324197,2026-01-27T20:40:00,VIIRS,VIIRS,42.311,331.014,91.41,1.312,1.742,D,forest,1319.16,0.1765,1547.54,0.09842,0.195454,0.007028,0.00011,0.385353,0.119825,0.000976,0.192834,0.0,crops,0.385353,1,1,1,1,1,42.607,55.619,Agricultural Fire
demo_000827,synthetic_demo,True,26.404193,71.66649,2026-04-05T11:36:00,MODIS,MODIS,45.119,327.111,81.67,1.282,1.976,N,farm,1384.32,0.1376,159.47,0.027145,0.065217,0.025359,0.077789,0.022667,0.239346,0.024792,0.517519,0.000165,bare,0.517519,1,1,2,2,2,37.894,45.119,Unknown / Other
demo_000593,synthetic_demo,True,28.727612,74.84429,2026-06-09T17:45:00,VIIRS,MODIS,19.078,324.217,60.52,1.277,0.601,D,farm,243.62,0.2483,256.08,0.082263,0.017261,0.135761,0.001729,0.399125,0.085611,0.105336,0.172914,0.0,crops,0.399125,1,1,2,2,2,19.486,23.009,Agricultural Fire
demo_000096,synthetic_demo,True,18.414321,70.398049,2026-04-08T06:47:00,VIIRS,VIIRS,248.166,342.527,85.17,1.615,0.971,N,warehouse,83.48,0.8159,468.44,0.05634,0.020324,1.1e-05,0.08103,0.03356,0.004894,0.756706,0.047135,0.0,built,0.756706,1,2,3,2,2,254.186,364.474,Industrial Fire
demo_000876,synthetic_demo,True,24.061606,70.626871,2026-06-18T01:21:00,MODIS,MODIS,39.144,324.397,74.21,1.756,1.535,D,industrial,1377.68,0.0657,659.54,0.095622,0.077231,0.081649,0.018348,0.000113,0.184615,0.053283,0.489048,9.2e-05,bare,0.489048,2,6,14,10,10,34.007,39.258,Unknown / Other
demo_000688,synthetic_demo,True,24.000994,85.716204,2026-02-22T10:25:00,MODIS,VIIRS,115.493,334.657,85.74,0.871,0.803,D,none,353.5,0.9153,1210.66,0.24087,0.007183,0.062163,0.00599,4.7e-05,0.050205,0.385924,0.247616,1e-06,built,0.385924,132,302,445,520,520,94.236,115.493,Persistent Thermal Source
demo_000673,synthetic_demo,True,23.337027,87.616182,2026-05-04T15:58:00,MODIS,MODIS,141.765,337.367,89.04,1.282,1.799,N,warehouse,173.54,0.8538,418.61,0.013736,0.001075,0.091444,0.007,2.6e-05,0.033299,0.633931,0.219489,0.0,built,0.633931,109,184,343,434,434,115.535,141.765,Persistent Thermal Source
demo_000138,synthetic_demo,True,19.682648,72.687882,2026-04-10T10:36:00,VIIRS,MODIS,49.39,344.267,94.94,0.677,1.272,D,farm,453.76,0.8643,960.05,0.061547,0.089963,0.123405,0.003484,0.003491,0.049792,0.467747,0.200495,7.7e-05,built,0.467747,1,3,6,9,9,45.56,62.139,Industrial Fire
demo_000330,synthetic_demo,True,25.038459,81.033348,2026-07-16T21:47:00,MODIS,MODIS,173.799,357.432,76.05,0.708,1.396,D,farm,782.04,0.0617,1921.22,0.018953,0.722481,0.114,0.000202,0.044768,0.065282,0.008978,0.008627,0.01671,trees,0.722481,1,3,6,7,7,122.885,173.799,Wildfire / Natural Fire
demo_000101,synthetic_demo,True,20.42081,74.098212,2026-01-23T07:39:00,VIIRS,MODIS,73.407,337.504,70.16,0.376,1.859,D,warehouse,580.5,0.6878,819.65,0.11697,0.037111,0.006082,0.000849,0.224048,0.01143,0.589243,0.014098,0.000168,built,0.589243,6,19,23,20,20,75.98,134.627,Industrial Fire
demo_000100,synthetic_demo,True,18.436457,69.851646,2026-06-13T20:28:00,MODIS,VIIRS,87.669,338.71,89.47,1.502,0.501,N,farm,398.59,0.7725,973.89,0.018864,0.101447,0.027355,1.2e-05,0.058541,0.067606,0.711517,0.014658,0.0,built,0.711517,2,7,9,10,10,80.528,87.669,Industrial Fire
demo_000076,synthetic_demo,True,19.880826,70.10799,2026-04-02T03:03:00,MODIS,VIIRS,49.837,341.482,99.73,1.244,1.879,D,forest,269.67,0.9493,441.16,0.247967,0.024861,0.091078,6.5e-05,0.000279,0.030591,0.504129,0.101014,1.6e-05,built,0.504129,9,9,34,26,26,45.8,60.764,Industrial Fire
demo_000614,synthetic_demo,True,23.19912,85.542041,2026-07-30T19:12:00,VIIRS,MODIS,83.542,338.045,89.85,1.624,1.529,D,warehouse,521.18,0.5637,592.93,0.021453,0.060455,0.04599,0.001364,0.021965,0.004859,0.769681,0.074083,0.00015,built,0.769681,88,224,483,594,594,64.884,96.924,Persistent Thermal Source
demo_000646,synthetic_demo,True,22.820962,87.168122,2026-08-21T12:26:00,MODIS,MODIS,114.014,331.845,93.58,1.301,0.582,N,warehouse,152.41,0.9195,1708.85,0.061566,0.002058,3.4e-05,1e-06,6.3e-05,0.159384,0.689501,0.085978,0.001416,built,0.689501,43,135,309,330,330,99.428,135.367,Persistent Thermal Source
demo_000494,synthetic_demo,True,30.977536,73.805667,2026-04-06T19:38:00,MODIS,VIIRS,65.103,326.368,89.4,1.347,0.773,N,none,813.18,0.1424,1031.85,0.017702,0.02914,0.018932,0.006432,0.755958,0.04184,0.003211,0.126782,4e-06,crops,0.755958,1,1,1,1,1,63.943,98.927,Agricultural Fire
demo_000895,synthetic_demo,True,26.72062,68.320046,2026-03-17T15:13:00,MODIS,VIIRS,31.866,323.426,64.72,1.433,1.768,D,forest,5493.44,0.2249,681.38,0.001439,0.080055,0.121974,0.041563,0.208045,0.22481,0.006076,0.316038,0.0,bare,0.316038,1,2,4,5,5,27.446,32.271,Unknown / Other
demo_000662,synthetic_demo,True,23.185767,87.123727,2026-03-18T22:12:00,VIIRS,VIIRS,94.811,331.165,97.96,1.473,0.924,D,farm,60.88,0.621,75.85,0.076765,0.010866,0.002617,0.011579,0.043377,0.154795,0.538126,0.161875,0.0,built,0.538126,194,432,770,553,553,80.002,119.059,Persistent Thermal Source
demo_000666,synthetic_demo,True,24.644323,85.26786,2026-01-28T22:30:00,VIIRS,VIIRS,84.008,345.028,98.6,0.987,0.399,D,none,260.95,0.9369,1543.38,0.008972,0.066131,8e-06,0.000927,0.045309,0.001028,0.460699,0.416902,2.2e-05,built,0.460699,132,504,679,679,679,60.762,84.008,Persistent Thermal Source
